,frame_no,class_id,class_name,id,x,y,w,h
0,110,7,truck,1,572.3226318359375,374.353759765625,103.60430908203125,132.568603515625
1,110,2,car,2,376.82879638671875,424.1448059082031,139.56515502929688,82.1080322265625
2,110,2,car,5,457.8100891113281,394.82110595703125,64.5611572265625,57.13592529296875
3,110,2,car,9,214.06906127929688,412.25714111328125,42.523773193359375,23.8768310546875
0,111,7,truck,1,572.847900390625,374.5710144042969,103.73663330078125,133.2696533203125
1,111,2,car,2,376.8490905761719,424.10760498046875,138.7255859375,82.02670288085938
2,111,2,car,5,457.1922607421875,394.68914794921875,63.890350341796875,57.544189453125
3,111,2,car,9,212.39918518066406,412.4464111328125,43.36968994140625,24.538604736328125
0,112,7,truck,1,572.7779541015625,374.8044128417969,103.73052978515625,133.83209228515625
1,112,2,car,2,377.1525573730469,423.896728515625,138.015869140625,81.82650756835938
2,112,2,car,5,457.0823974609375,394.5074462890625,63.524993896484375,57.576812744140625
3,112,2,car,9,212.4039764404297,412.33245849609375,43.553192138671875,24.77618408203125
0,113,7,truck,1,572.8959350585938,374.2669677734375,104.29248046875,133.1065673828125
1,113,2,car,2,377.0458984375,424.124755859375,138.5938720703125,82.402587890625
2,113,2,car,5,455.9141540527344,393.69097900390625,65.62286376953125,59.918670654296875
3,113,2,car,9,210.0350341796875,412.3121337890625,45.51115417480469,24.847198486328125
0,114,7,truck,1,573.309814453125,373.6022033691406,104.99078369140625,133.17431640625
1,114,2,car,2,377.2363586425781,424.0554504394531,138.63671875,82.43927001953125
2,114,2,car,5,455.689208984375,393.75360107421875,65.61126708984375,59.893951416015625
3,114,2,car,9,207.9658203125,412.2176513671875,46.89591979980469,25.268798828125
0,115,7,truck,1,573.6107788085938,372.8594970703125,105.91748046875,134.38113403320312
1,115,2,car,2,377.4727783203125,423.9881591796875,138.326904296875,82.05120849609375
2,115,2,car,5,455.42901611328125,393.826416015625,65.61550903320312,60.119232177734375
3,115,2,car,9,206.435546875,412.52178955078125,47.83116149902344,24.990142822265625
0,116,7,truck,1,573.9759521484375,372.8917236328125,106.78826904296875,137.09414672851562
1,116,2,car,2,377.5047302246094,423.75982666015625,137.7655029296875,81.57681274414062
2,116,2,car,5,453.2052001953125,393.66619873046875,67.48965454101562,60.24383544921875
3,116,2,car,9,202.93072509765625,412.7875671386719,48.01518249511719,26.49908447265625
0,117,7,truck,1,573.9188232421875,372.3539123535156,107.40277099609375,137.887451171875
1,117,2,car,2,377.38995361328125,423.52423095703125,137.59722900390625,80.35867309570312
2,117,2,car,5,451.46685791015625,393.7225341796875,67.85989379882812,59.293426513671875
3,117,2,car,9,200.84027099609375,412.82659912109375,47.41612243652344,26.058807373046875
0,118,7,truck,1,573.653564453125,372.49359130859375,107.48046875,138.36386108398438
1,118,2,car,2,377.69427490234375,423.41436767578125,136.87481689453125,79.78277587890625
2,118,2,car,5,450.803466796875,393.77239990234375,68.03610229492188,58.913787841796875
3,118,2,car,9,200.6204071044922,412.8192138671875,47.0325927734375,25.867645263671875
0,119,7,truck,1,573.9539184570312,371.9336242675781,107.4844970703125,138.68115234375
1,119,2,car,2,378.2150573730469,423.30645751953125,136.23211669921875,80.30960083007812
2,119,2,car,5,450.9049072265625,393.68536376953125,67.06478881835938,60.164886474609375
3,119,2,car,9,199.83131408691406,412.45037841796875,47.045989990234375,25.933074951171875
0,120,7,truck,1,574.3603515625,371.97784423828125,107.81805419921875,139.24127197265625
1,120,2,car,2,378.44708251953125,423.02203369140625,136.86074829101562,80.39761352539062
2,120,2,car,5,450.74908447265625,394.241455078125,66.41372680664062,61.601348876953125
3,120,2,car,9,198.09609985351562,412.7745361328125,47.00236511230469,26.264129638671875
0,121,7,truck,1,574.880615234375,371.97747802734375,108.62274169921875,139.31436157226562
1,121,2,car,2,378.79608154296875,422.75152587890625,136.59451293945312,81.09954833984375
2,121,2,car,5,450.3465576171875,394.6321105957031,65.56027221679688,62.51751708984375
3,121,2,car,9,196.51104736328125,412.6173095703125,46.98890686035156,25.344268798828125
